udi,product_id,product_variant,air_temperature_k,process_temperature_k,temp_difference_k,rotational_speed_rpm,torque_nm,power_kw,tool_wear_min,overstrain_index,machine_failure,operational_status,failure_type,twf,hdf,pwf,osf,rnf
6981,L54160,Low Variant (L),300.80,311.30,10.50,1505,45.50,7.171,141,6415.50,0,Healthy,No Failure,0,0,0,0,0
6982,H36395,High Variant (H),300.80,311.20,10.40,1612,32.50,5.486,143,4647.50,0,Healthy,No Failure,0,0,0,0,0
6983,L54162,Low Variant (L),300.70,311.10,10.40,1440,43.00,6.484,148,6364.00,0,Healthy,No Failure,0,0,0,0,0
6984,M21843,Medium Variant (M),300.70,311.00,10.30,1334,53.90,7.530,150,8085.00,0,Healthy,No Failure,0,0,0,0,0
6985,M21844,Medium Variant (M),300.70,311.00,10.30,1706,25.00,4.466,153,3825.00,0,Healthy,No Failure,0,0,0,0,0
6986,H36399,High Variant (H),300.80,311.10,10.30,1698,24.80,4.410,156,3868.80,0,Healthy,No Failure,0,0,0,0,0
6987,L54166,Low Variant (L),300.70,311.10,10.40,1688,30.70,5.427,161,4942.70,0,Healthy,No Failure,0,0,0,0,0
6988,L54167,Low Variant (L),300.70,311.10,10.40,2437,13.80,3.522,163,2249.40,0,Healthy,No Failure,0,0,0,0,0
6989,L54168,Low Variant (L),300.70,311.10,10.40,1478,46.80,7.244,165,7722.00,0,Healthy,No Failure,0,0,0,0,0
6990,M21849,Medium Variant (M),300.70,311.10,10.40,1608,35.30,5.944,167,5895.10,0,Healthy,No Failure,0,0,0,0,0
6991,L54170,Low Variant (L),300.70,311.10,10.40,2478,13.40,3.477,170,2278.00,1,Failed,Power Failure,0,0,1,0,0
6992,L54171,Low Variant (L),300.80,311.10,10.30,1509,33.40,5.278,172,5744.80,0,Healthy,No Failure,0,0,0,0,0
6993,L54172,Low Variant (L),300.70,311.00,10.30,1596,36.90,6.167,174,6420.60,0,Healthy,No Failure,0,0,0,0,0
6994,M21853,Medium Variant (M),300.70,311.00,10.30,1740,25.60,4.665,176,4505.60,0,Healthy,No Failure,0,0,0,0,0
6995,L54174,Low Variant (L),300.60,310.80,10.20,1375,53.20,7.660,179,9522.80,0,Healthy,No Failure,0,0,0,0,0
6996,M21855,Medium Variant (M),300.60,310.70,10.10,1705,31.20,5.571,181,5647.20,0,Healthy,No Failure,0,0,0,0,0
6997,M21856,Medium Variant (M),300.50,310.60,10.10,1621,32.00,5.432,184,5888.00,0,Healthy,No Failure,0,0,0,0,0
6998,M21857,Medium Variant (M),300.60,310.70,10.10,1566,38.20,6.264,187,7143.40,0,Healthy,No Failure,0,0,0,0,0
6999,M21858,Medium Variant (M),300.60,310.70,10.10,1388,42.90,6.236,190,8151.00,0,Healthy,No Failure,0,0,0,0,0
7000,M21859,Medium Variant (M),300.60,310.70,10.10,1457,36.70,5.600,193,7083.10,0,Healthy,No Failure,0,0,0,0,0
7001,M21860,Medium Variant (M),300.60,310.60,10.00,1463,45.50,6.971,196,8918.00,0,Healthy,No Failure,0,0,0,0,0
7002,L54181,Low Variant (L),300.50,310.50,10.00,1564,38.20,6.256,199,7601.80,0,Healthy,No Failure,0,0,0,0,0
7003,H36416,High Variant (H),300.50,310.60,10.10,1411,47.20,6.974,201,9487.20,0,Healthy,No Failure,0,0,0,0,0
7004,L54183,Low Variant (L),300.50,310.60,10.10,1540,46.70,7.531,206,9620.20,0,Healthy,No Failure,0,0,0,0,0
7005,L54184,Low Variant (L),300.50,310.60,10.10,1950,20.30,4.145,208,4222.40,0,Healthy,No Failure,0,0,0,0,0
7006,M21865,Medium Variant (M),300.60,310.70,10.10,1339,52.90,7.418,0,0.00,0,Healthy,No Failure,0,0,0,0,0
7007,H36420,High Variant (H),300.60,310.60,10.00,1419,39.60,5.884,3,118.80,0,Healthy,No Failure,0,0,0,0,0
7008,L54187,Low Variant (L),300.50,310.60,10.10,1499,45.20,7.095,8,361.60,0,Healthy,No Failure,0,0,0,0,0
7009,L54188,Low Variant (L),300.50,310.60,10.10,1368,49.60,7.106,10,496.00,0,Healthy,No Failure,0,0,0,0,0
7010,L54189,Low Variant (L),300.50,310.50,10.00,1536,36.20,5.823,12,434.40,0,Healthy,No Failure,0,0,0,0,0
7011,M21870,Medium Variant (M),300.50,310.50,10.00,1469,42.90,6.599,14,600.60,0,Healthy,No Failure,0,0,0,0,0
7012,L54191,Low Variant (L),300.50,310.50,10.00,2633,12.20,3.364,17,207.40,1,Failed,Power Failure,0,0,1,0,0
7013,L54192,Low Variant (L),300.40,310.40,10.00,1298,61.40,8.346,19,1166.60,0,Healthy,No Failure,0,0,0,0,0
7014,M21873,Medium Variant (M),300.40,310.40,10.00,1544,36.30,5.869,21,762.30,0,Healthy,No Failure,0,0,0,0,0
7015,H36428,High Variant (H),300.50,310.50,10.00,1403,47.70,7.008,24,1144.80,0,Healthy,No Failure,0,0,0,0,0
7016,L54195,Low Variant (L),300.50,310.50,10.00,1452,42.90,6.523,29,1244.10,0,Healthy,No Failure,0,0,0,0,0
7017,L54196,Low Variant (L),300.60,310.50,9.90,1509,43.10,6.811,31,1336.10,0,Healthy,No Failure,0,0,0,0,0
7018,M21877,Medium Variant (M),300.70,310.60,9.90,1474,37.00,5.711,33,1221.00,0,Healthy,No Failure,0,0,0,0,0
7019,M21878,Medium Variant (M),300.70,310.70,10.00,1377,46.70,6.734,36,1681.20,0,Healthy,No Failure,0,0,0,0,0
7020,L54199,Low Variant (L),300.80,310.80,10.00,1741,27.10,4.941,39,1056.90,0,Healthy,No Failure,0,0,0,0,0
7021,L54200,Low Variant (L),300.80,310.80,10.00,1460,53.80,8.226,41,2205.80,0,Healthy,No Failure,0,0,0,0,0
7022,H36435,High Variant (H),300.70,310.60,9.90,1631,32.60,5.568,43,1401.80,0,Healthy,No Failure,0,0,0,0,0
7023,L54202,Low Variant (L),300.70,310.50,9.80,1561,33.20,5.427,48,1593.60,0,Healthy,No Failure,0,0,0,0,0
7024,M21883,Medium Variant (M),300.70,310.60,9.90,1572,38.50,6.338,50,1925.00,0,Healthy,No Failure,0,0,0,0,0
7025,L54204,Low Variant (L),300.60,310.60,10.00,2127,18.70,4.165,53,991.10,0,Healthy,No Failure,0,0,0,0,0
7026,H36439,High Variant (H),300.60,310.60,10.00,1448,44.70,6.778,55,2458.50,0,Healthy,No Failure,0,0,0,0,0
7027,L54206,Low Variant (L),300.60,310.70,10.10,1543,39.60,6.399,60,2376.00,0,Healthy,No Failure,0,0,0,0,0
7028,L54207,Low Variant (L),300.60,310.60,10.00,1508,34.80,5.496,62,2157.60,0,Healthy,No Failure,0,0,0,0,0
7029,M21888,Medium Variant (M),300.60,310.60,10.00,1403,50.40,7.405,64,3225.60,0,Healthy,No Failure,0,0,0,0,0
7030,L54209,Low Variant (L),300.60,310.60,10.00,1454,39.70,6.045,67,2659.90,0,Healthy,No Failure,0,0,0,0,0
7031,L54210,Low Variant (L),300.70,310.80,10.10,1772,27.30,5.066,69,1883.70,0,Healthy,No Failure,0,0,0,0,0
7032,L54211,Low Variant (L),300.70,310.80,10.10,1479,49.10,7.605,71,3486.10,0,Healthy,No Failure,0,0,0,0,0
7033,L54212,Low Variant (L),300.70,310.90,10.20,1723,31.00,5.593,73,2263.00,0,Healthy,No Failure,0,0,0,0,0
7034,M21893,Medium Variant (M),300.70,310.80,10.10,1469,46.40,7.138,75,3480.00,0,Healthy,No Failure,0,0,0,0,0
7035,H36448,High Variant (H),300.60,310.60,10.00,1830,26.20,5.021,78,2043.60,0,Healthy,No Failure,0,0,0,0,0
7036,L54215,Low Variant (L),300.60,310.60,10.00,1497,38.20,5.988,83,3170.60,0,Healthy,No Failure,0,0,0,0,0
7037,L54216,Low Variant (L),300.70,310.60,9.90,1540,52.70,8.499,85,4479.50,0,Healthy,No Failure,0,0,0,0,0
7038,L54217,Low Variant (L),300.60,310.60,10.00,1514,39.50,6.263,87,3436.50,0,Healthy,No Failure,0,0,0,0,0
7039,L54218,Low Variant (L),300.70,310.60,9.90,1654,34.20,5.924,89,3043.80,0,Healthy,No Failure,0,0,0,0,0
7040,H36453,High Variant (H),300.60,310.50,9.90,1519,37.00,5.886,91,3367.00,0,Healthy,No Failure,0,0,0,0,0
7041,L54220,Low Variant (L),300.70,310.60,9.90,1720,30.30,5.458,96,2908.80,0,Healthy,No Failure,0,0,0,0,0
7042,L54221,Low Variant (L),300.60,310.50,9.90,1470,37.70,5.803,98,3694.60,0,Healthy,No Failure,0,0,0,0,0
7043,L54222,Low Variant (L),300.60,310.50,9.90,1642,29.90,5.141,100,2990.00,0,Healthy,No Failure,0,0,0,0,0
7044,M21903,Medium Variant (M),300.70,310.60,9.90,2006,19.10,4.012,102,1948.20,0,Healthy,No Failure,0,0,0,0,0
7045,M21904,Medium Variant (M),300.70,310.60,9.90,1505,35.60,5.611,105,3738.00,0,Healthy,No Failure,0,0,0,0,0
7046,M21905,Medium Variant (M),300.70,310.60,9.90,1609,27.60,4.650,108,2980.80,0,Healthy,No Failure,0,0,0,0,0
7047,M21906,Medium Variant (M),300.70,310.50,9.80,1863,22.20,4.331,111,2464.20,0,Healthy,No Failure,0,0,0,0,0
7048,L54227,Low Variant (L),300.60,310.40,9.80,1401,42.60,6.250,114,4856.40,0,Healthy,No Failure,0,0,0,0,0
7049,L54228,Low Variant (L),300.60,310.40,9.80,2007,19.80,4.161,116,2296.80,0,Healthy,No Failure,0,0,0,0,0
7050,L54229,Low Variant (L),300.60,310.40,9.80,1494,47.30,7.400,118,5581.40,0,Healthy,No Failure,0,0,0,0,0
7051,L54230,Low Variant (L),300.60,310.40,9.80,1457,47.70,7.278,120,5724.00,0,Healthy,No Failure,0,0,0,0,0
7052,L54231,Low Variant (L),300.60,310.40,9.80,1556,37.70,6.143,122,4599.40,0,Healthy,No Failure,0,0,0,0,0
7053,H36466,High Variant (H),300.60,310.40,9.80,1510,42.80,6.768,124,5307.20,0,Healthy,No Failure,0,0,0,0,0
7054,H36467,High Variant (H),300.70,310.50,9.80,1567,38.70,6.351,129,4992.30,0,Healthy,No Failure,0,0,0,0,0
7055,H36468,High Variant (H),300.70,310.50,9.80,1476,43.10,6.662,134,5775.40,0,Healthy,No Failure,0,0,0,0,0
7056,L54235,Low Variant (L),300.80,310.60,9.80,1663,30.60,5.329,139,4253.40,0,Healthy,No Failure,0,0,0,0,0
7057,M21916,Medium Variant (M),300.80,310.50,9.70,1409,50.60,7.466,141,7134.60,0,Healthy,No Failure,0,0,0,0,0
7058,L54237,Low Variant (L),300.80,310.60,9.80,1666,36.20,6.316,144,5212.80,0,Healthy,No Failure,0,0,0,0,0
7059,L54238,Low Variant (L),300.70,310.60,9.90,1520,45.90,7.306,146,6701.40,0,Healthy,No Failure,0,0,0,0,0
7060,L54239,Low Variant (L),300.60,310.50,9.90,1644,33.80,5.819,148,5002.40,0,Healthy,No Failure,0,0,0,0,0
7061,H36474,High Variant (H),300.60,310.40,9.80,1479,35.60,5.514,150,5340.00,0,Healthy,No Failure,0,0,0,0,0
7062,L54241,Low Variant (L),300.60,310.40,9.80,1446,49.70,7.526,155,7703.50,0,Healthy,No Failure,0,0,0,0,0
7063,M21922,Medium Variant (M),300.60,310.40,9.80,1407,51.10,7.529,157,8022.70,0,Healthy,No Failure,0,0,0,0,0
7064,L54243,Low Variant (L),300.70,310.40,9.70,1234,51.70,6.681,160,8272.00,0,Healthy,No Failure,0,0,0,0,0
7065,M21924,Medium Variant (M),300.80,310.50,9.70,1696,29.70,5.275,162,4811.40,0,Healthy,No Failure,0,0,0,0,0
7066,L54245,Low Variant (L),300.80,310.60,9.80,1384,52.90,7.667,165,8728.50,0,Healthy,No Failure,0,0,0,0,0
7067,M21926,Medium Variant (M),300.80,310.70,9.90,1572,36.20,5.959,167,6045.40,0,Healthy,No Failure,0,0,0,0,0
7068,M21927,Medium Variant (M),300.80,310.70,9.90,1386,42.10,6.110,170,7157.00,0,Healthy,No Failure,0,0,0,0,0
7069,L54248,Low Variant (L),300.80,310.70,9.90,1461,42.80,6.548,173,7404.40,0,Healthy,No Failure,0,0,0,0,0
7070,L54249,Low Variant (L),300.80,310.70,9.90,1525,39.40,6.292,175,6895.00,0,Healthy,No Failure,0,0,0,0,0
7071,L54250,Low Variant (L),300.70,310.70,10.00,1333,61.00,8.515,177,10797.00,0,Healthy,No Failure,0,0,0,0,0
7072,H36485,High Variant (H),300.70,310.60,9.90,1505,40.60,6.399,179,7267.40,0,Healthy,No Failure,0,0,0,0,0
7073,M21932,Medium Variant (M),300.70,310.60,9.90,1439,41.70,6.284,184,7672.80,0,Healthy,No Failure,0,0,0,0,0
7074,L54253,Low Variant (L),300.70,310.60,9.90,1491,43.20,6.745,187,8078.40,0,Healthy,No Failure,0,0,0,0,0
7075,M21934,Medium Variant (M),300.70,310.60,9.90,1488,39.20,6.108,189,7408.80,0,Healthy,No Failure,0,0,0,0,0
7076,L54255,Low Variant (L),300.70,310.50,9.80,1536,47.40,7.624,192,9100.80,0,Healthy,No Failure,0,0,0,0,0
7077,L54256,Low Variant (L),300.70,310.50,9.80,1960,21.00,4.310,194,4074.00,0,Healthy,No Failure,0,0,0,0,0
7078,M21937,Medium Variant (M),300.70,310.50,9.80,1594,31.00,5.175,196,6076.00,0,Healthy,No Failure,0,0,0,0,0
7079,L54258,Low Variant (L),300.70,310.50,9.80,1357,52.60,7.475,199,10467.40,0,Healthy,No Failure,0,0,0,0,0
7080,L54259,Low Variant (L),300.70,310.50,9.80,1445,41.10,6.219,201,8261.10,0,Healthy,No Failure,0,0,0,0,0
7081,L54260,Low Variant (L),300.70,310.40,9.70,1543,47.30,7.643,203,9601.90,0,Healthy,No Failure,0,0,0,0,0
7082,L54261,Low Variant (L),300.70,310.40,9.70,1366,52.60,7.524,205,10783.00,0,Healthy,No Failure,0,0,0,0,0
7083,L54262,Low Variant (L),300.70,310.30,9.60,1458,40.00,6.107,207,8280.00,0,Healthy,No Failure,0,0,0,0,0
7084,L54263,Low Variant (L),300.70,310.40,9.70,1416,61.80,9.164,209,12916.20,1,Failed,"Power Failure, Overstrain",0,0,1,1,0
7085,L54264,Low Variant (L),300.60,310.30,9.70,1794,24.40,4.584,211,5148.40,0,Healthy,No Failure,0,0,0,0,0
7086,L54265,Low Variant (L),300.60,310.30,9.70,1484,41.00,6.372,213,8733.00,0,Healthy,No Failure,0,0,0,0,0
7087,L54266,Low Variant (L),300.60,310.40,9.80,2514,13.40,3.528,215,2881.00,0,Healthy,No Failure,0,0,0,0,0
7088,L54267,Low Variant (L),300.60,310.30,9.70,1648,30.50,5.264,217,6618.50,1,Failed,Tool Wear,1,0,0,0,0
7089,M21948,Medium Variant (M),300.60,310.30,9.70,1614,32.70,5.527,0,0.00,0,Healthy,No Failure,0,0,0,0,0
7090,L54269,Low Variant (L),300.60,310.20,9.60,1622,34.10,5.792,3,102.30,0,Healthy,No Failure,0,0,0,0,0
7091,M21950,Medium Variant (M),300.60,310.20,9.60,1478,40.10,6.207,5,200.50,0,Healthy,No Failure,0,0,0,0,0
7092,L54271,Low Variant (L),300.60,310.20,9.60,1318,51.00,7.039,8,408.00,0,Healthy,No Failure,0,0,0,0,0
7093,L54272,Low Variant (L),300.70,310.20,9.50,1493,35.90,5.613,10,359.00,0,Healthy,No Failure,0,0,0,0,0
7094,H36507,High Variant (H),300.70,310.30,9.60,1369,50.70,7.268,12,608.40,0,Healthy,No Failure,0,0,0,0,0
7095,L54274,Low Variant (L),300.60,310.20,9.60,1447,45.90,6.955,17,780.30,0,Healthy,No Failure,0,0,0,0,0
7096,L54275,Low Variant (L),300.60,310.10,9.50,1485,49.90,7.760,19,948.10,0,Healthy,No Failure,0,0,0,0,0
7097,L54276,Low Variant (L),300.60,310.20,9.60,1489,47.80,7.453,21,1003.80,0,Healthy,No Failure,0,0,0,0,0
7098,M21957,Medium Variant (M),300.60,310.20,9.60,1233,52.30,6.753,23,1202.90,0,Healthy,No Failure,0,0,0,0,0
7099,L54278,Low Variant (L),300.70,310.20,9.50,1642,32.60,5.606,26,847.60,0,Healthy,No Failure,0,0,0,0,0
7100,M21959,Medium Variant (M),300.70,310.20,9.50,1373,44.10,6.341,28,1234.80,0,Healthy,No Failure,0,0,0,0,0
7101,L54280,Low Variant (L),300.70,310.20,9.50,1569,32.80,5.389,31,1016.80,0,Healthy,No Failure,0,0,0,0,0
7102,L54281,Low Variant (L),300.80,310.20,9.40,1850,22.80,4.417,33,752.40,0,Healthy,No Failure,0,0,0,0,0
7103,M21962,Medium Variant (M),300.80,310.30,9.50,1494,42.20,6.602,35,1477.00,0,Healthy,No Failure,0,0,0,0,0
7104,H36517,High Variant (H),300.80,310.30,9.50,1777,30.10,5.601,38,1143.80,0,Healthy,No Failure,0,0,0,0,0
7105,L54284,Low Variant (L),300.90,310.40,9.50,1454,43.10,6.563,43,1853.30,0,Healthy,No Failure,0,0,0,0,0
7106,L54285,Low Variant (L),300.90,310.40,9.50,1536,34.20,5.501,45,1539.00,0,Healthy,No Failure,0,0,0,0,0
7107,L54286,Low Variant (L),300.80,310.50,9.70,1482,39.00,6.053,47,1833.00,0,Healthy,No Failure,0,0,0,0,0
7108,H36521,High Variant (H),300.90,310.50,9.60,1512,41.20,6.523,49,2018.80,0,Healthy,No Failure,0,0,0,0,0
7109,M21968,Medium Variant (M),300.80,310.50,9.70,1511,35.80,5.665,54,1933.20,0,Healthy,No Failure,0,0,0,0,0
7110,L54289,Low Variant (L),300.90,310.50,9.60,1599,40.50,6.782,57,2308.50,0,Healthy,No Failure,0,0,0,0,0
7111,M21970,Medium Variant (M),300.80,310.40,9.60,1518,36.00,5.723,59,2124.00,0,Healthy,No Failure,0,0,0,0,0
7112,M21971,Medium Variant (M),300.80,310.40,9.60,1450,39.40,5.983,62,2442.80,0,Healthy,No Failure,0,0,0,0,0
7113,L54292,Low Variant (L),300.90,310.40,9.50,1427,47.00,7.023,65,3055.00,0,Healthy,No Failure,0,0,0,0,0
7114,L54293,Low Variant (L),300.90,310.40,9.50,1561,32.70,5.345,67,2190.90,0,Healthy,No Failure,0,0,0,0,0
7115,H36528,High Variant (H),300.90,310.40,9.50,1457,43.80,6.683,69,3022.20,0,Healthy,No Failure,0,0,0,0,0
7116,M21975,Medium Variant (M),301.00,310.60,9.60,1460,53.60,8.195,74,3966.40,0,Healthy,No Failure,0,0,0,0,0
7117,L54296,Low Variant (L),301.00,310.50,9.50,1601,33.20,5.566,77,2556.40,0,Healthy,No Failure,0,0,0,0,0
7118,L54297,Low Variant (L),300.90,310.50,9.60,1570,40.10,6.593,79,3167.90,0,Healthy,No Failure,0,0,0,0,0
7119,L54298,Low Variant (L),300.90,310.50,9.60,1565,35.90,5.884,81,2907.90,0,Healthy,No Failure,0,0,0,0,0
7120,L54299,Low Variant (L),301.00,310.50,9.50,1378,44.40,6.407,83,3685.20,0,Healthy,No Failure,0,0,0,0,0
7121,L54300,Low Variant (L),300.90,310.50,9.60,2288,16.10,3.858,85,1368.50,0,Healthy,No Failure,0,0,0,0,0
7122,M21981,Medium Variant (M),300.90,310.40,9.50,1375,44.70,6.436,87,3888.90,0,Healthy,No Failure,0,0,0,0,0
7123,L54302,Low Variant (L),300.90,310.40,9.50,1788,27.80,5.205,90,2502.00,0,Healthy,No Failure,0,0,0,0,0
7124,M21983,Medium Variant (M),300.90,310.40,9.50,1576,40.40,6.668,92,3716.80,0,Healthy,No Failure,0,0,0,0,0
7125,M21984,Medium Variant (M),300.80,310.30,9.50,1868,24.50,4.793,95,2327.50,0,Healthy,No Failure,0,0,0,0,0
7126,L54305,Low Variant (L),300.70,310.10,9.40,1261,56.60,7.474,98,5546.80,0,Healthy,No Failure,0,0,0,0,0
7127,M21986,Medium Variant (M),300.60,310.00,9.40,1542,33.90,5.474,100,3390.00,0,Healthy,No Failure,0,0,0,0,0
7128,L54307,Low Variant (L),300.60,310.00,9.40,1438,53.80,8.102,103,5541.40,0,Healthy,No Failure,0,0,0,0,0
7129,L54308,Low Variant (L),300.60,310.00,9.40,1511,36.90,5.839,105,3874.50,0,Healthy,No Failure,0,0,0,0,0
7130,L54309,Low Variant (L),300.60,310.00,9.40,1635,31.00,5.308,107,3317.00,0,Healthy,No Failure,0,0,0,0,0
7131,L54310,Low Variant (L),300.60,309.90,9.30,1428,48.80,7.298,109,5319.20,0,Healthy,No Failure,0,0,0,0,0
7132,M21991,Medium Variant (M),300.50,309.80,9.30,1410,44.40,6.556,111,4928.40,0,Healthy,No Failure,0,0,0,0,0
7133,L54312,Low Variant (L),300.50,309.90,9.40,1423,47.90,7.138,114,5460.60,0,Healthy,No Failure,0,0,0,0,0
7134,M21993,Medium Variant (M),300.50,309.90,9.40,1552,41.30,6.712,116,4790.80,0,Healthy,No Failure,0,0,0,0,0
7135,M21994,Medium Variant (M),300.50,310.00,9.50,1406,50.20,7.391,119,5973.80,0,Healthy,No Failure,0,0,0,0,0
7136,L54315,Low Variant (L),300.50,309.90,9.40,1443,48.30,7.299,122,5892.60,0,Healthy,No Failure,0,0,0,0,0
7137,M21996,Medium Variant (M),300.50,309.90,9.40,1343,63.70,8.959,124,7898.80,0,Healthy,No Failure,0,0,0,0,0
7138,M21997,Medium Variant (M),300.60,310.00,9.40,1486,41.20,6.411,127,5232.40,0,Healthy,No Failure,0,0,0,0,0
7139,L54318,Low Variant (L),300.60,310.10,9.50,1297,50.00,6.791,130,6500.00,0,Healthy,No Failure,0,0,0,0,0
7140,L54319,Low Variant (L),300.60,310.10,9.50,1495,42.30,6.622,132,5583.60,0,Healthy,No Failure,0,0,0,0,0
7141,L54320,Low Variant (L),300.50,309.90,9.40,1382,46.50,6.730,134,6231.00,0,Healthy,No Failure,0,0,0,0,0
7142,M22001,Medium Variant (M),300.40,309.80,9.40,1356,44.40,6.305,136,6038.40,0,Healthy,No Failure,0,0,0,0,0
7143,H36556,High Variant (H),300.30,309.70,9.40,1452,41.50,6.310,139,5768.50,0,Healthy,No Failure,0,0,0,0,0
7144,H36557,High Variant (H),300.30,309.70,9.40,1582,30.80,5.103,144,4435.20,0,Healthy,No Failure,0,0,0,0,0
7145,M22004,Medium Variant (M),300.40,309.80,9.40,1517,40.30,6.402,149,6004.70,0,Healthy,No Failure,0,0,0,0,0
7146,L54325,Low Variant (L),300.50,310.00,9.50,1413,44.50,6.585,152,6764.00,0,Healthy,No Failure,0,0,0,0,0
7147,L54326,Low Variant (L),300.40,309.90,9.50,1496,31.80,4.982,154,4897.20,0,Healthy,No Failure,0,0,0,0,0
7148,L54327,Low Variant (L),300.30,309.80,9.50,1466,41.20,6.325,156,6427.20,0,Healthy,No Failure,0,0,0,0,0
7149,M22008,Medium Variant (M),300.30,309.80,9.50,1617,40.80,6.909,158,6446.40,0,Healthy,No Failure,0,0,0,0,0
7150,L54329,Low Variant (L),300.20,309.80,9.60,1506,41.80,6.592,161,6729.80,0,Healthy,No Failure,0,0,0,0,0
7151,L54330,Low Variant (L),300.20,309.80,9.60,1401,49.30,7.233,163,8035.90,0,Healthy,No Failure,0,0,0,0,0
7152,H36565,High Variant (H),300.20,309.90,9.70,1906,22.90,4.571,165,3778.50,0,Healthy,No Failure,0,0,0,0,0
7153,L54332,Low Variant (L),300.20,309.90,9.70,1566,36.40,5.969,170,6188.00,0,Healthy,No Failure,0,0,0,0,0
7154,L54333,Low Variant (L),300.20,310.00,9.80,1493,47.30,7.395,172,8135.60,0,Healthy,No Failure,0,0,0,0,0
7155,L54334,Low Variant (L),300.30,310.10,9.80,1483,39.90,6.196,174,6942.60,0,Healthy,No Failure,0,0,0,0,0
7156,M22015,Medium Variant (M),300.20,309.90,9.70,1569,31.20,5.126,176,5491.20,0,Healthy,No Failure,0,0,0,0,0
7157,M22016,Medium Variant (M),300.20,310.00,9.80,1664,30.70,5.350,179,5495.30,0,Healthy,No Failure,0,0,0,0,0
7158,L54337,Low Variant (L),300.20,310.00,9.80,1486,40.10,6.240,182,7298.20,0,Healthy,No Failure,0,0,0,0,0
7159,L54338,Low Variant (L),300.20,310.00,9.80,1389,53.60,7.796,184,9862.40,0,Healthy,No Failure,0,0,0,0,0
7160,L54339,Low Variant (L),300.10,310.00,9.90,1511,41.70,6.598,186,7756.20,0,Healthy,No Failure,0,0,0,0,0
7161,M22020,Medium Variant (M),300.20,310.10,9.90,1485,40.50,6.298,188,7614.00,0,Healthy,No Failure,0,0,0,0,0
7162,L54341,Low Variant (L),300.20,310.20,10.00,1440,42.90,6.469,191,8193.90,0,Healthy,No Failure,0,0,0,0,0
7163,L54342,Low Variant (L),300.20,310.20,10.00,1378,43.90,6.335,193,8472.70,0,Healthy,No Failure,0,0,0,0,0
7164,M22023,Medium Variant (M),300.10,310.10,10.00,1501,39.30,6.177,195,7663.50,0,Healthy,No Failure,0,0,0,0,0
7165,M22024,Medium Variant (M),300.20,310.10,9.90,1474,44.00,6.792,198,8712.00,0,Healthy,No Failure,0,0,0,0,0
7166,L54345,Low Variant (L),300.20,310.10,9.90,1392,47.90,6.982,201,9627.90,0,Healthy,No Failure,0,0,0,0,0
7167,M22026,Medium Variant (M),300.30,310.20,9.90,1429,44.70,6.689,203,9074.10,0,Healthy,No Failure,0,0,0,0,0
7168,L54347,Low Variant (L),300.30,310.30,10.00,1362,60.30,8.600,206,12421.80,1,Failed,Overstrain,0,0,0,1,0
7169,L54348,Low Variant (L),300.30,310.30,10.00,1704,29.50,5.264,0,0.00,0,Healthy,No Failure,0,0,0,0,0
7170,L54349,Low Variant (L),300.30,310.20,9.90,1492,52.30,8.171,2,104.60,0,Healthy,No Failure,0,0,0,0,0
7171,M22030,Medium Variant (M),300.30,310.20,9.90,1442,39.50,5.965,4,158.00,0,Healthy,No Failure,0,0,0,0,0
7172,M22031,Medium Variant (M),300.20,310.20,10.00,1438,51.50,7.755,7,360.50,0,Healthy,No Failure,0,0,0,0,0
7173,M22032,Medium Variant (M),300.10,310.10,10.00,1402,46.60,6.842,10,466.00,0,Healthy,No Failure,0,0,0,0,0
7174,L54353,Low Variant (L),300.10,310.10,10.00,1684,30.80,5.432,13,400.40,0,Healthy,No Failure,0,0,0,0,0
7175,L54354,Low Variant (L),300.20,310.20,10.00,1530,48.50,7.771,15,727.50,0,Healthy,No Failure,0,0,0,0,0
7176,L54355,Low Variant (L),300.10,310.10,10.00,1569,43.50,7.147,17,739.50,0,Healthy,No Failure,0,0,0,0,0
7177,L54356,Low Variant (L),300.10,310.10,10.00,1650,31.60,5.460,19,600.40,0,Healthy,No Failure,0,0,0,0,0
7178,L54357,Low Variant (L),300.20,310.20,10.00,1415,49.60,7.350,21,1041.60,0,Healthy,No Failure,0,0,0,0,0
7179,L54358,Low Variant (L),300.20,310.20,10.00,1600,31.50,5.278,23,724.50,0,Healthy,No Failure,0,0,0,0,0
7180,L54359,Low Variant (L),300.20,310.10,9.90,1523,42.30,6.746,25,1057.50,0,Healthy,No Failure,0,0,0,0,0
7181,M22040,Medium Variant (M),300.20,310.20,10.00,1628,30.30,5.166,27,818.10,0,Healthy,No Failure,0,0,0,0,0
7182,L54361,Low Variant (L),300.20,310.30,10.10,1331,52.10,7.262,30,1563.00,0,Healthy,No Failure,0,0,0,0,0
7183,L54362,Low Variant (L),300.30,310.30,10.00,2158,16.80,3.797,32,537.60,0,Healthy,No Failure,0,0,0,0,0
7184,L54363,Low Variant (L),300.20,310.30,10.10,1445,50.90,7.702,34,1730.60,0,Healthy,No Failure,0,0,0,0,0
7185,M22044,Medium Variant (M),300.20,310.30,10.10,1593,36.10,6.022,36,1299.60,0,Healthy,No Failure,0,0,0,0,0
7186,L54365,Low Variant (L),300.30,310.40,10.10,1672,29.20,5.113,39,1138.80,0,Healthy,No Failure,0,0,0,0,0
7187,M22046,Medium Variant (M),300.40,310.50,10.10,1644,31.40,5.406,41,1287.40,0,Healthy,No Failure,0,0,0,0,0
